NUMBER,OUTTLET_ID,TERRITORY,DISTRICT,ROUTE,SALESMAN_ID,SALESMAN_ID,PEMBELIAN,STOK,RETUR,PACK DISPLAY,SKU,,,,,,,,,,
95,LP010203095,1,2,3,SPV001,TMC002,2836800,88600,33700,84,5,,,,,,,,,,
96,LP010203096,1,2,3,SPV001,TMC002,1289000,160400,40000,68,5,,,,,,,,,,
97,LP010203097,1,2,3,SPV001,TMC002,918300,208000,72000,94,5,,,,,,,,,,
98,LP010203098,1,2,3,SPV001,TMC002,1769200,164200,103100,44,7,,,,,,,,,,
99,LP010203099,1,2,3,SPV001,TMC002,1013100,97500,89200,74,8,,,,,,,,,,
100,LP010203100,1,2,3,SPV001,TMC002,1099800,296000,93500,66,12,,,,,,,,,,
101,LP010203101,1,2,3,SPV001,TMC002,1952100,242900,41800,34,13,,,,,,,,,,
102,LP010203102,1,2,3,SPV001,TMC002,1288300,230300,97400,65,6,,,,,,,,,,
103,LP010203103,1,2,3,SPV001,TMC002,843900,261300,48200,83,15,,,,,,,,,,
104,LP010203104,1,2,3,SPV001,TMC002,1555100,179700,64500,96,10,,,,,,,,,,
105,LP010203105,1,2,3,SPV001,TMC002,1666300,89300,38200,76,13,,,,,,,,,,
106,LP010203106,1,2,3,SPV001,TMC002,1697500,301900,37500,65,15,,,,,,,,,,
107,LP010203107,1,2,3,SPV001,TMC002,1198000,212000,51000,59,11,,,,,,,,,,
108,LP010203108,1,2,3,SPV001,TMC002,2885000,214900,54400,36,15,,,,,,,,,,
109,LP010203109,1,2,3,SPV001,TMC002,2916300,107900,36400,98,10,,,,,,,,,,
110,LP010203110,1,2,3,SPV001,TMC002,2506700,84300,83600,78,5,,,,,,,,,,
111,LP010203111,1,2,3,SPV001,TMC002,1090300,87900,49600,78,10,,,,,,,,,,
112,LP010203112,1,2,3,SPV001,TMC002,1881200,92300,63400,81,3,,,,,,,,,,
113,LP010203113,1,2,3,SPV001,TMC002,2048000,201300,83100,77,4,,,,,,,,,,
114,LP010203114,1,2,3,SPV001,TMC002,1049700,238500,90700,34,6,,,,,,,,,,
115,LP010203115,1,2,3,SPV001,TMC002,1749700,95500,62700,59,7,,,,,,,,,,
116,LP010203116,1,2,3,SPV001,TMC002,1252800,138300,55600,89,4,,,,,,,,,,
117,LP010203117,1,2,3,SPV001,TMC002,2311000,199600,77700,58,10,,,,,,,,,,
118,LP010203118,1,2,3,SPV001,TMC002,2909400,207100,85800,61,13,,,,,,,,,,
119,LP010203119,1,2,3,SPV001,TMC002,2067700,230100,78200,83,13,,,,,,,,,,
120,LP010203120,1,2,3,SPV001,TMC002,940000,264200,84500,90,5,,,,,,,,,,
121,LP010203121,1,2,3,SPV001,TMC002,2637200,168200,60800,25,14,,,,,,,,,,
122,LP010204122,1,2,4,SPV001,TMC002,2856600,145000,99300,77,5,,,,,,,,,,
123,LP010204123,1,2,4,SPV001,TMC002,965900,156400,86300,93,10,,,,,,,,,,
124,LP010204124,1,2,4,SPV001,TMC002,2886000,185300,38600,65,10,,,,,,,,,,
125,LP010204125,1,2,4,SPV001,TMC002,1831100,143100,59500,70,12,,,,,,,,,,
126,LP010204126,1,2,4,SPV001,TMC002,2598200,239400,89300,70,11,,,,,,,,,,
127,LP010204127,1,2,4,SPV001,TMC002,1650100,124800,43900,55,10,,,,,,,,,,
128,LP010204128,1,2,4,SPV001,TMC002,2262100,272300,57700,75,11,,,,,,,,,,
129,LP010204129,1,2,4,SPV001,TMC002,2240400,283200,67400,93,7,,,,,,,,,,
130,LP010204130,1,2,4,SPV001,TMC002,2860900,226900,38500,31,5,,,,,,,,,,
131,LP010204131,1,2,4,SPV001,TMC002,2693000,282900,55300,31,7,,,,,,,,,,
132,LP010204132,1,2,4,SPV001,TMC002,2908700,184900,96600,32,13,,,,,,,,,,
133,LP010204133,1,2,4,SPV001,TMC002,1486100,115100,74400,94,15,,,,,,,,,,
134,LP010204134,1,2,4,SPV001,TMC002,2498400,295300,84500,55,4,,,,,,,,,,
135,LP010204135,1,2,4,SPV001,TMC002,2967500,296700,59900,92,11,,,,,,,,,,
136,LP010204136,1,2,4,SPV001,TMC002,2574900,232600,70400,94,10,,,,,,,,,,
137,LP010204137,1,2,4,SPV001,TMC002,2713300,212900,62300,44,7,,,,,,,,,,
138,LP010204138,1,2,4,SPV001,TMC002,792500,240900,52400,40,11,,,,,,,,,,
139,LP010204139,1,2,4,SPV001,TMC002,2523500,289000,98100,85,4,,,,,,,,,,
140,LP010204140,1,2,4,SPV001,TMC002,1061300,165500,82500,41,4,,,,,,,,,,
141,LP010204141,1,2,4,SPV001,TMC002,2496700,118500,69500,42,13,,,,,,,,,,
142,LP010204142,1,2,4,SPV001,TMC002,1069600,265000,95200,27,10,,,,,,,,,,
143,LP010204143,1,2,4,SPV001,TMC002,1292000,158800,78300,62,3,,,,,,,,,,
144,LP010204144,1,2,4,SPV001,TMC002,2725500,185400,81200,51,4,,,,,,,,,,
145,LP010204145,1,2,4,SPV001,TMC002,856900,96500,86300,61,11,,,,,,,,,,
146,LP010204146,1,2,4,SPV001,TMC002,2483300,261500,40300,69,3,,,,,,,,,,
147,LP010204147,1,2,4,SPV001,TMC002,1870700,292200,97100,76,11,,,,,,,,,,
148,LP010204148,1,2,4,SPV001,TMC002,2058900,290000,40100,46,8,,,,,,,,,,
149,LP010204149,1,2,4,SPV001,TMC002,2919900,229500,71600,40,5,,,,,,,,,,
150,LP010204150,1,2,4,SPV001,TMC002,2496200,281800,102700,49,8,,,,,,,,,,
151,LP010204151,1,2,4,SPV001,TMC002,2615900,272200,36500,80,9,,,,,,,,,,
152,LP010204152,1,2,4,SPV001,TMC002,1678800,163000,83600,28,7,,,,,,,,,,
153,LP010204153,1,2,4,SPV001,TMC002,1017700,196900,105700,97,12,,,,,,,,,,
154,LP010204154,1,2,4,SPV001,TMC002,1246300,291300,58100,64,12,,,,,,,,,,
155,LP010204155,1,2,4,SPV001,TMC002,1602300,201700,59000,76,3,,,,,,,,,,
156,LP010205156,1,2,5,SPV001,TMC002,1599200,265200,49600,65,12,,,,,,,,,,
157,LP010205157,1,2,5,SPV001,TMC002,1688900,108100,87600,38,3,,,,,,,,,,
158,LP010205158,1,2,5,SPV001,TMC002,806600,159100,31200,31,3,,,,,,,,,,
159,LP010205159,1,2,5,SPV001,TMC002,1444100,107400,54700,96,10,,,,,,,,,,
160,LP010205160,1,2,5,SPV001,TMC002,2390100,184500,44900,47,10,,,,,,,,,,
161,LP010205161,1,2,5,SPV001,TMC002,1343500,243200,35700,65,6,,,,,,,,,,
162,LP010205162,1,2,5,SPV001,TMC002,3000200,265800,39200,35,15,,,,,,,,,,
163,LP010205163,1,2,5,SPV001,TMC002,2291400,220500,34500,64,7,,,,,,,,,,
164,LP010205164,1,2,5,SPV001,TMC002,2362400,116200,92200,68,6,,,,,,,,,,
165,LP010205165,1,2,5,SPV001,TMC002,2178100,210300,87200,41,5,,,,,,,,,,
166,LP010205166,1,2,5,SPV001,TMC002,1000600,169400,27500,64,3,,,,,,,,,,
167,LP010205167,1,2,5,SPV001,TMC002,1826500,248400,38300,88,4,,,,,,,,,,
168,LP010205168,1,2,5,SPV001,TMC002,2541300,240700,80000,26,10,,,,,,,,,,
169,LP010205169,1,2,5,SPV001,TMC002,1820300,171000,44300,42,14,,,,,,,,,,
170,LP010205170,1,2,5,SPV001,TMC002,2852500,289800,60800,56,9,,,,,,,,,,
171,LP010205171,1,2,5,SPV001,TMC002,1337400,96400,76800,43,14,,,,,,,,,,
172,LP010205172,1,2,5,SPV001,TMC002,2902800,298800,55100,88,5,,,,,,,,,,
173,LP010205173,1,2,5,SPV001,TMC002,1174200,193600,54000,73,14,,,,,,,,,,
174,LP010205174,1,2,5,SPV001,TMC002,2476000,174500,39400,43,4,,,,,,,,,,
175,LP010205175,1,2,5,SPV001,TMC002,959000,240400,80500,32,11,,,,,,,,,,
176,LP010205176,1,2,5,SPV001,TMC002,2281300,231700,37600,84,3,,,,,,,,,,
177,LP010205177,1,2,5,SPV001,TMC002,2148700,240900,32700,96,4,,,,,,,,,,
178,LP010205178,1,2,5,SPV001,TMC002,2968900,130300,42800,46,7,,,,,,,,,,
179,LP010205179,1,2,5,SPV001,TMC002,2770100,101500,56200,66,15,,,,,,,,,,
180,LP010205180,1,2,5,SPV001,TMC002,2455500,193600,77800,27,14,,,,,,,,,,
181,LP010205181,1,2,5,SPV001,TMC002,2687000,78900,67300,44,3,,,,,,,,,,
182,LP010205182,1,2,5,SPV001,TMC002,1602100,279700,29400,93,4,,,,,,,,,,
183,LP010205183,1,2,5,SPV001,TMC002,2824000,150000,75100,71,7,,,,,,,,,,
184,LP010205184,1,2,5,SPV001,TMC002,1653100,272700,43500,86,9,,,,,,,,,,
185,LP010205185,1,2,5,SPV001,TMC002,2169400,230700,76800,45,10,,,,,,,,,,
186,LP010205186,1,2,5,SPV001,TMC002,2067600,141900,43400,81,3,,,,,,,,,,
187,LP010205187,1,2,5,SPV001,TMC002,1467600,298700,78100,73,11,,,,,,,,,,
188,LP010205188,1,2,5,SPV001,TMC002,2119300,226000,82900,46,7,,,,,,,,,,
189,LP010205189,1,2,5,SPV001,TMC002,1282600,242400,59100,42,11,,,,,,,,,,
190,LP010205190,1,2,5,SPV001,TMC002,2419300,111600,52800,52,9,,,,,,,,,,
191,LP010205191,1,2,5,SPV001,TMC002,867500,107100,47500,82,13,,,,,,,,,,
192,LP010205192,1,2,5,SPV001,TMC002,2355100,148700,93000,45,6,,,,,,,,,,
193,LP010205193,1,2,5,SPV001,TMC002,979900,296700,70900,60,5,,,,,,,,,,
194,LP010205194,1,2,5,SPV001,TMC002,1825600,255300,75800,27,7,,,,,,,,,,
195,LP010206195,1,2,6,SPV001,TMC002,2899800,164400,65600,81,8,,,,,,,,,,
196,LP010206196,1,2,6,SPV001,TMC002,2325900,298400,42300,98,7,,,,,,,,,,
197,LP010206197,1,2,6,SPV001,TMC002,2537700,202800,91000,53,3,,,,,,,,,,
198,LP010206198,1,2,6,SPV001,TMC002,1648400,120400,56300,56,14,,,,,,,,,,
199,LP010206199,1,2,6,SPV001,TMC002,2587300,127200,39300,93,15,,,,,,,,,,
200,LP010206200,1,2,6,SPV001,TMC002,2856200,145500,59300,50,4,,,,,,,,,,
201,LP010206201,1,2,6,SPV001,TMC002,1831200,115700,50100,82,10,,,,,,,,,,
202,LP010206202,1,2,6,SPV001,TMC002,2808600,132400,37700,68,15,,,,,,,,,,
203,LP010206203,1,2,6,SPV001,TMC002,1305900,298200,29500,89,15,,,,,,,,,,
204,LP010206204,1,2,6,SPV001,TMC002,963800,246600,55400,36,5,,,,,,,,,,
205,LP010206205,1,2,6,SPV001,TMC002,1678900,288300,31500,37,7,,,,,,,,,,
206,LP010206206,1,2,6,SPV001,TMC002,2479800,125400,79400,49,11,,,,,,,,,,
207,LP010206207,1,2,6,SPV001,TMC002,1183800,122300,73800,80,7,,,,,,,,,,
208,LP010206208,1,2,6,SPV001,TMC002,2656300,219600,28100,53,7,,,,,,,,,,
209,LP010206209,1,2,6,SPV001,TMC002,2940000,190500,81800,98,8,,,,,,,,,,
210,LP010206210,1,2,6,SPV001,TMC002,1103500,200200,70100,81,9,,,,,,,,,,
211,LP010206211,1,2,6,SPV001,TMC002,770400,190900,62000,64,4,,,,,,,,,,
212,LP010206212,1,2,6,SPV001,TMC002,1440900,278400,48500,81,9,,,,,,,,,,
1,LP010301001,1,3,1,SPV001,TMC003,1616700,293900,84500,74,6,,,,,,,,,,
2,LP010301002,1,3,1,SPV001,TMC003,2879800,99700,102900,40,12,,,,,,,,,,
3,LP010301003,1,3,1,SPV001,TMC003,2146900,106900,52700,78,13,,,,,,,,,,
4,LP010301004,1,3,1,SPV001,TMC003,1420300,179700,56100,83,6,,,,,,,,,,
5,LP010301005,1,3,1,SPV001,TMC003,2855800,104700,33200,64,11,,,,,,,,,,
6,LP010301006,1,3,1,SPV001,TMC003,1684200,175800,41800,35,15,,,,,,,,,,
7,LP010301007,1,3,1,SPV001,TMC003,1619700,150600,37500,70,14,,,,,,,,,,
8,LP010301008,1,3,1,SPV001,TMC003,1142100,93800,56000,69,15,,,,,,,,,,
9,LP010301009,1,3,1,SPV001,TMC003,2779800,117800,66000,100,3,,,,,,,,,,
10,LP010301010,1,3,1,SPV001,TMC003,1361500,126000,62800,57,3,,,,,,,,,,
11,LP010301011,1,3,1,SPV001,TMC003,1631800,98500,83900,77,4,,,,,,,,,,
12,LP010301012,1,3,1,SPV001,TMC003,1200300,177900,54000,75,6,,,,,,,,,,
13,LP010301013,1,3,1,SPV001,TMC003,1428800,87200,74900,31,5,,,,,,,,,,
14,LP010301014,1,3,1,SPV001,TMC003,1650100,84700,93200,48,11,,,,,,,,,,
15,LP010301015,1,3,1,SPV001,TMC003,2892300,267200,32900,88,11,,,,,,,,,,
16,LP010301016,1,3,1,SPV001,TMC003,1511800,83600,103600,36,4,,,,,,,,,,
17,LP010301017,1,3,1,SPV001,TMC003,1468800,132600,93600,75,9,,,,,,,,,,
18,LP010301018,1,3,1,SPV001,TMC003,979100,178500,74200,25,14,,,,,,,,,,
19,LP010301019,1,3,1,SPV001,TMC003,1135800,222100,52300,53,11,,,,,,,,,,
20,LP010301020,1,3,1,SPV001,TMC003,2380600,219200,52400,74,8,,,,,,,,,,
21,LP010301021,1,3,1,SPV001,TMC003,1856000,154000,97600,35,6,,,,,,,,,,
22,LP010301022,1,3,1,SPV001,TMC003,1971200,94000,49100,51,11,,,,,,,,,,
23,LP010301023,1,3,1,SPV001,TMC003,1347500,261900,40900,65,3,,,,,,,,,,
24,LP010301024,1,3,1,SPV001,TMC003,1298700,94300,58500,90,8,,,,,,,,,,
25,LP010301025,1,3,1,SPV001,TMC003,1051000,165100,45500,73,15,,,,,,,,,,
26,LP010301026,1,3,1,SPV001,TMC003,2898800,210500,60400,94,5,,,,,,,,,,
27,LP010301027,1,3,1,SPV001,TMC003,796600,244200,41400,32,7,,,,,,,,,,
28,LP010301028,1,3,1,SPV001,TMC003,2897600,291800,49200,83,13,,,,,,,,,,
29,LP010301029,1,3,1,SPV001,TMC003,1404600,193500,41600,63,14,,,,,,,,,,
30,LP010301030,1,3,1,SPV001,TMC003,937800,135300,97700,51,3,,,,,,,,,,
31,LP010301031,1,3,1,SPV001,TMC003,1356900,168500,78400,27,12,,,,,,,,,,
32,LP010302032,1,3,2,SPV001,TMC003,1540600,81200,65100,83,5,,,,,,,,,,
33,LP010302033,1,3,2,SPV001,TMC003,2157500,132000,96800,39,10,,,,,,,,,,
34,LP010302034,1,3,2,SPV001,TMC003,1678300,120900,100900,87,12,,,,,,,,,,
35,LP010302035,1,3,2,SPV001,TMC003,1365300,105700,66500,32,15,,,,,,,,,,
36,LP010302036,1,3,2,SPV001,TMC003,2099000,294500,103500,68,13,,,,,,,,,,
37,LP010302037,1,3,2,SPV001,TMC003,1258000,114900,54200,46,3,,,,,,,,,,
38,LP010302038,1,3,2,SPV001,TMC003,2554700,184600,97900,96,7,,,,,,,,,,
39,LP010302039,1,3,2,SPV001,TMC003,2728300,263700,34400,67,5,,,,,,,,,,
40,LP010302040,1,3,2,SPV001,TMC003,2315600,81500,94700,38,14,,,,,,,,,,
41,LP010302041,1,3,2,SPV001,TMC003,1829100,254400,69200,41,3,,,,,,,,,,
42,LP010302042,1,3,2,SPV001,TMC003,2299100,176100,91600,99,6,,,,,,,,,,
43,LP010302043,1,3,2,SPV001,TMC003,2367500,88000,106600,81,3,,,,,,,,,,
44,LP010302044,1,3,2,SPV001,TMC003,1844200,242700,81800,60,11,,,,,,,,,,
45,LP010302045,1,3,2,SPV001,TMC003,1820000,79800,77600,68,13,,,,,,,,,,
46,LP010302046,1,3,2,SPV001,TMC003,787900,104100,95300,76,7,,,,,,,,,,
47,LP010302047,1,3,2,SPV001,TMC003,2045600,203600,92100,58,10,,,,,,,,,,
48,LP010302048,1,3,2,SPV001,TMC003,1477100,198100,85800,28,15,,,,,,,,,,
49,LP010302049,1,3,2,SPV001,TMC003,845400,186600,31500,60,13,,,,,,,,,,
50,LP010302050,1,3,2,SPV001,TMC003,945500,242800,104500,74,8,,,,,,,,,,
51,LP010302051,1,3,2,SPV001,TMC003,1767600,91800,81700,75,6,,,,,,,,,,
52,LP010302052,1,3,2,SPV001,TMC003,1002500,141200,54600,66,6,,,,,,,,,,
53,LP010302053,1,3,2,SPV001,TMC003,1035700,293100,96300,77,9,,,,,,,,,,
54,LP010302054,1,3,2,SPV001,TMC003,2208700,259600,75700,92,12,,,,,,,,,,
55,LP010302055,1,3,2,SPV001,TMC003,2091900,96300,74400,81,13,,,,,,,,,,
56,LP010302056,1,3,2,SPV001,TMC003,2370400,250900,106200,32,8,,,,,,,,,,
57,LP010302057,1,3,2,SPV001,TMC003,2334700,284300,63700,95,11,,,,,,,,,,
58,LP010302058,1,3,2,SPV001,TMC003,1415600,211200,75100,98,6,,,,,,,,,,
59,LP010302059,1,3,2,SPV001,TMC003,2018100,167100,86200,86,14,,,,,,,,,,
60,LP010302060,1,3,2,SPV001,TMC003,2111300,244400,69500,78,11,,,,,,,,,,
61,LP010302061,1,3,2,SPV001,TMC003,1164100,267500,43600,39,14,,,,,,,,,,
62,LP010302062,1,3,2,SPV001,TMC003,1324100,100200,103700,29,11,,,,,,,,,,
63,LP010302063,1,3,2,SPV001,TMC003,2068500,274500,42400,63,5,,,,,,,,,,
64,LP010302064,1,3,2,SPV001,TMC003,1190100,300100,32700,62,12,,,,,,,,,,
65,LP010302065,1,3,2,SPV001,TMC003,2738600,114000,79000,29,9,,,,,,,,,,
66,LP010302066,1,3,2,SPV001,TMC003,2424200,150500,32200,25,13,,,,,,,,,,
67,LP010302067,1,3,2,SPV001,TMC003,2952900,304700,96900,50,12,,,,,,,,,,
68,LP010302068,1,3,2,SPV001,TMC003,1764700,101100,80200,54,15,,,,,,,,,,
69,LP010302069,1,3,2,SPV001,TMC003,1514300,301500,74900,58,11,,,,,,,,,,
70,LP010303070,1,3,3,SPV001,TMC003,1752600,211300,51400,82,13,,,,,,,,,,
71,LP010303071,1,3,3,SPV001,TMC003,2802000,92100,68100,68,13,,,,,,,,,,
72,LP010303072,1,3,3,SPV001,TMC003,1421700,152000,53400,33,11,,,,,,,,,,
73,LP010303073,1,3,3,SPV001,TMC003,2033500,258200,53200,29,7,,,,,,,,,,
74,LP010303074,1,3,3,SPV001,TMC003,2990300,207000,93300,50,12,,,,,,,,,,
75,LP010303075,1,3,3,SPV001,TMC003,1120900,274800,62400,71,11,,,,,,,,,,
76,LP010303076,1,3,3,SPV001,TMC003,1311800,159900,74100,89,7,,,,,,,,,,
77,LP010303077,1,3,3,SPV001,TMC003,2197900,97700,42700,65,14,,,,,,,,,,
78,LP010303078,1,3,3,SPV001,TMC003,1295200,130400,58500,44,13,,,,,,,,,,
79,LP010303079,1,3,3,SPV001,TMC003,1174000,159100,99600,70,9,,,,,,,,,,
80,LP010303080,1,3,3,SPV001,TMC003,2419900,263200,41000,81,10,,,,,,,,,,
81,LP010303081,1,3,3,SPV001,TMC003,2870700,260100,30400,67,15,,,,,,,,,,
82,LP010303082,1,3,3,SPV001,TMC003,2771400,260700,61700,35,5,,,,,,,,,,
83,LP010303083,1,3,3,SPV001,TMC003,2395600,115700,66900,36,13,,,,,,,,,,
84,LP010303084,1,3,3,SPV001,TMC003,1184100,256200,68300,29,9,,,,,,,,,,
85,LP010303085,1,3,3,SPV001,TMC003,1226100,277600,55200,91,13,,,,,,,,,,
86,LP010303086,1,3,3,SPV001,TMC003,2818900,226500,87000,37,7,,,,,,,,,,
87,LP010303087,1,3,3,SPV001,TMC003,1658500,148800,66000,41,5,,,,,,,,,,
88,LP010303088,1,3,3,SPV001,TMC003,984000,157800,97600,42,9,,,,,,,,,,
89,LP010303089,1,3,3,SPV001,TMC003,2950800,281000,63400,47,6,,,,,,,,,,
90,LP010303090,1,3,3,SPV001,TMC003,1262100,83600,99800,95,8,,,,,,,,,,
91,LP010303091,1,3,3,SPV001,TMC003,2644500,273600,92500,52,13,,,,,,,,,,
92,LP010303092,1,3,3,SPV001,TMC003,2171500,162700,46500,54,5,,,,,,,,,,
93,LP010303093,1,3,3,SPV001,TMC003,2291700,202400,100200,65,3,,,,,,,,,,
94,LP010303094,1,3,3,SPV001,TMC003,958400,285000,60600,65,11,,,,,,,,,,
95,LP010303095,1,3,3,SPV001,TMC003,2999100,293800,97800,45,14,,,,,,,,,,
96,LP010303096,1,3,3,SPV001,TMC003,2905700,297900,33900,82,15,,,,,,,,,,
97,LP010303097,1,3,3,SPV001,TMC003,2500000,191500,103000,88,3,,,,,,,,,,
98,LP010303098,1,3,3,SPV001,TMC003,2381800,247900,95700,96,3,,,,,,,,,,
99,LP010303099,1,3,3,SPV001,TMC003,2047200,218100,47300,81,3,,,,,,,,,,
100,LP010303100,1,3,3,SPV001,TMC003,1380400,280800,102100,26,12,,,,,,,,,,
101,LP010303101,1,3,3,SPV001,TMC003,1675600,199300,38600,94,11,,,,,,,,,,
102,LP010303102,1,3,3,SPV001,TMC003,783800,85200,72600,83,13,,,,,,,,,,
103,LP010303103,1,3,3,SPV001,TMC003,1839300,117500,104300,70,5,,,,,,,,,,
104,LP010303104,1,3,3,SPV001,TMC003,2629700,223400,47600,75,7,,,,,,,,,,
105,LP010303105,1,3,3,SPV001,TMC003,1649400,198500,37200,58,12,,,,,,,,,,
106,LP010303106,1,3,3,SPV001,TMC003,2561600,252300,58900,100,9,,,,,,,,,,
107,LP010303107,1,3,3,SPV001,TMC003,1463700,214700,66500,45,9,,,,,,,,,,
108,LP010304108,1,3,4,SPV001,TMC003,2827900,116500,28500,32,13,,,,,,,,,,
109,LP010304109,1,3,4,SPV001,TMC003,2159400,293300,85000,100,4,,,,,,,,,,
110,LP010304110,1,3,4,SPV001,TMC003,2350000,123100,45600,57,10,,,,,,,,,,
111,LP010304111,1,3,4,SPV001,TMC003,2614500,282500,60300,65,5,,,,,,,,,,
112,LP010304112,1,3,4,SPV001,TMC003,1718900,284000,74200,36,8,,,,,,,,,,
113,LP010304113,1,3,4,SPV001,TMC003,2583200,202300,99100,63,7,,,,,,,,,,
114,LP010304114,1,3,4,SPV001,TMC003,1124600,224200,91500,36,15,,,,,,,,,,
115,LP010304115,1,3,4,SPV001,TMC003,1119700,244500,99900,73,6,,,,,,,,,,
116,LP010304116,1,3,4,SPV001,TMC003,1083700,200400,39500,69,4,,,,,,,,,,
117,LP010304117,1,3,4,SPV001,TMC003,1561500,197900,37000,71,4,,,,,,,,,,
118,LP010304118,1,3,4,SPV001,TMC003,2021600,266700,55800,95,8,,,,,,,,,,
119,LP010304119,1,3,4,SPV001,TMC003,849300,259300,83100,97,4,,,,,,,,,,
120,LP010304120,1,3,4,SPV001,TMC003,1809200,213200,59900,58,15,,,,,,,,,,
121,LP010304121,1,3,4,SPV001,TMC003,2819000,107300,71800,79,14,,,,,,,,,,
122,LP010304122,1,3,4,SPV001,TMC003,1507600,83300,31500,62,7,,,,,,,,,,
123,LP010304123,1,3,4,SPV001,TMC003,2809800,199800,49700,76,14,,,,,,,,,,
124,LP010304124,1,3,4,SPV001,TMC003,2435200,232300,49700,69,9,,,,,,,,,,
125,LP010304125,1,3,4,SPV001,TMC003,1604700,132600,104000,27,9,,,,,,,,,,
126,LP010304126,1,3,4,SPV001,TMC003,2634600,134300,43500,26,11,,,,,,,,,,
127,LP010304127,1,3,4,SPV001,TMC003,2202000,276800,33500,63,15,,,,,,,,,,
128,LP010304128,1,3,4,SPV001,TMC003,2239300,107800,72000,46,9,,,,,,,,,,
129,LP010304129,1,3,4,SPV001,TMC003,1758300,93100,38500,41,6,,,,,,,,,,
130,LP010304130,1,3,4,SPV001,TMC003,967600,212200,104100,64,13,,,,,,,,,,
131,LP010304131,1,3,4,SPV001,TMC003,2464000,252400,44700,38,11,,,,,,,,,,
132,LP010304132,1,3,4,SPV001,TMC003,1557300,171000,72100,27,3,,,,,,,,,,
133,LP010304133,1,3,4,SPV001,TMC003,1668200,264300,94600,93,13,,,,,,,,,,
134,LP010304134,1,3,4,SPV001,TMC003,1429300,135400,97800,38,10,,,,,,,,,,
135,LP010304135,1,3,4,SPV001,TMC003,1176000,265100,98300,51,8,,,,,,,,,,
136,LP010304136,1,3,4,SPV001,TMC003,2219100,196900,82500,85,6,,,,,,,,,,
137,LP010304137,1,3,4,SPV001,TMC003,900300,216400,67000,95,14,,,,,,,,,,
138,LP010304138,1,3,4,SPV001,TMC003,1716400,292300,93800,57,6,,,,,,,,,,
139,LP010304139,1,3,4,SPV001,TMC003,1948600,191500,35200,87,14,,,,,,,,,,
140,LP010304140,1,3,4,SPV001,TMC003,1725100,92900,70600,78,7,,,,,,,,,,
141,LP010304141,1,3,4,SPV001,TMC003,2884300,87400,29300,30,12,,,,,,,,,,
142,LP010304142,1,3,4,SPV001,TMC003,1009600,136900,66600,39,6,,,,,,,,,,
143,LP010304143,1,3,4,SPV001,TMC003,855200,292400,85900,81,12,,,,,,,,,,
144,LP010304144,1,3,4,SPV001,TMC003,1238100,146700,60000,94,4,,,,,,,,,,
145,LP010304145,1,3,4,SPV001,TMC003,2370300,165600,81600,77,15,,,,,,,,,,
146,LP010305146,1,3,5,SPV001,TMC003,2481000,177600,58800,72,9,,,,,,,,,,
147,LP010305147,1,3,5,SPV001,TMC003,2158000,133400,76900,86,3,,,,,,,,,,
148,LP010305148,1,3,5,SPV001,TMC003,2631700,252600,59700,89,7,,,,,,,,,,
149,LP010305149,1,3,5,SPV001,TMC003,2052600,150600,90500,78,15,,,,,,,,,,
150,LP010305150,1,3,5,SPV001,TMC003,1621300,278700,60400,32,12,,,,,,,,,,
151,LP010305151,1,3,5,SPV001,TMC003,2064700,158000,91000,39,14,,,,,,,,,,
152,LP010305152,1,3,5,SPV001,TMC003,2938300,174200,100600,71,4,,,,,,,,,,
153,LP010305153,1,3,5,SPV001,TMC003,1915600,154500,42100,51,11,,,,,,,,,,
154,LP010305154,1,3,5,SPV001,TMC003,2908800,113100,88500,62,15,,,,,,,,,,
155,LP010305155,1,3,5,SPV001,TMC003,1210500,232000,68800,88,4,,,,,,,,,,
156,LP010305156,1,3,5,SPV001,TMC003,2929800,165600,56200,90,10,,,,,,,,,,
157,LP010305157,1,3,5,SPV001,TMC003,1041000,239300,76000,47,4,,,,,,,,,,
158,LP010305158,1,3,5,SPV001,TMC003,2412500,163500,100900,74,7,,,,,,,,,,
159,LP010305159,1,3,5,SPV001,TMC003,1397700,223500,70400,41,5,,,,,,,,,,
160,LP010305160,1,3,5,SPV001,TMC003,1388800,92100,40000,78,9,,,,,,,,,,
161,LP010305161,1,3,5,SPV001,TMC003,1614600,293300,35300,28,12,,,,,,,,,,
162,LP010305162,1,3,5,SPV001,TMC003,2551700,212100,101400,63,7,,,,,,,,,,
163,LP010305163,1,3,5,SPV001,TMC003,1023900,281300,63200,44,13,,,,,,,,,,
164,LP010305164,1,3,5,SPV001,TMC003,2952100,175100,34100,66,9,,,,,,,,,,
165,LP010305165,1,3,5,SPV001,TMC003,1631400,295800,60800,93,12,,,,,,,,,,
166,LP010305166,1,3,5,SPV001,TMC003,2073600,178600,57200,38,3,,,,,,,,,,
167,LP010305167,1,3,5,SPV001,TMC003,3022500,146500,44400,88,9,,,,,,,,,,
168,LP010305168,1,3,5,SPV001,TMC003,2772700,210700,48300,57,9,,,,,,,,,,
169,LP010305169,1,3,5,SPV001,TMC003,2266300,173700,103900,80,5,,,,,,,,,,
170,LP010305170,1,3,5,SPV001,TMC003,2446800,274600,93200,79,11,,,,,,,,,,
171,LP010305171,1,3,5,SPV001,TMC003,1612500,230000,50800,74,4,,,,,,,,,,
172,LP010305172,1,3,5,SPV001,TMC003,2338900,300700,69200,91,11,,,,,,,,,,
