NUMBER,OUTTLET_ID,OUTLET_NAME,REG_CODE,TERRITORY,DISTRICT,ROUTE,SALESMAN_ID,SALESMAN_ID,KABUPATEN,KECAMATAN,KELURAHAN,COVERAGE_STATUS,OWNER_NAME,OUTLET_TYPE,TYPE_KAWASAN,TIPE_BANGUNAN,POSISI,UNIT_DISPLAY,TIPE_SHOPBLIND
111,LP010104111,FATHAN,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,FATHAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
112,LP010104112,FERRY,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Non-Coverage,feri,TOKO,PEMUKIMAN [PMK],Permanen,Sejajar Jalan,OUTLET,SMALL
113,LP010104113,FERYADI,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,FERYADI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
114,LP010104114,IBU SRI,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,IBU SRI,TOKO,PASAR TRADISIONAL [PSR],Permanen,SEJAJAR JALAN,OUTLET,BIG
115,LP010104115,ICHA,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,ICHA,TOKO,PASAR TRADISIONAL [PSR],Permanen,SEJAJAR JALAN,OUTLET,SMALL
116,LP010104116,IRWANTO,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,IRWANTO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
117,LP010104117,JIMI,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,JIMI,TOKO,PASAR TRADISIONAL [PSR],Permanen,SEJAJAR JALAN,OUTLET,BIG
118,LP010104118,KANTIN KARYA,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,KANTIN KARYA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
119,LP010104119,KELVIN,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,KELVIN,TOKO,PASAR TRADISIONAL [PSR],Permanen,SEJAJAR JALAN,OUTLET,SMALL
120,LP010104120,KIRANA,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Non-Coverage,KIRANA,RUMAH MAKAN,PEMUKIMAN [PMK],Permanen,Sejajar Jalan,OUTLET,SMALL
121,LP010104121,LOGAM,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,LOGAM,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
122,LP010104122,mandiri,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,mandiri,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
123,LP010104123,MARBUN,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,MARBUN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
124,LP010104124,MODIF,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,MODIF,TOKO,PASAR TRADISIONAL [PSR],Permanen,SEJAJAR JALAN,OUTLET,BIG
125,LP010104125,NURI,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Non-Coverage,NURI,TOKO,PEMUKIMAN [PMK],Permanen,Sejajar Jalan,KOMPETITOR & OUTLET,SMALL
126,LP010104126,PANJAITAN,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,PANJAITAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
127,LP010104127,RAMA,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,RAMA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
128,LP010104128,RASMI,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,RASMI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,MEDIUM
129,LP010104129,RENZA,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,RENSA,TOKO,PASAR TRADISIONAL [PSR],Permanen,SEJAJAR JALAN,OUTLET,SMALL
130,LP010104130,REZA,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,REZA,TOKO,PEMUKIMAN [PMK],Tidak Permanen,SEJAJAR JALAN,OUTLET,SMALL
131,LP010104131,ROBIN,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,ROBIN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
132,LP010104132,SODIKIN,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,SODIKIN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
133,LP010104133,SUMINTO,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,SUMINTO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
134,LP010104134,SUTRIS,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,SUTRISNO,TOKO,PEMUKIMAN [PMK],Permanen,PEREMPATAN,OUTLET,BIG
135,LP010104135,TIAN,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Non-Coverage,TIAN,RUMAH MAKAN,PASAR TRADISIONAL [PSR],Tidak Permanen,Sejajar Jalan,OUTLET,SMALL
136,LP010104136,TUTI,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Non-Coverage,TUTI,TOKO,PASAR TRADISIONAL [PSR],Tidak Permanen,Sejajar Jalan,OUTLET,SMALL
137,LP010104137,WIWIN,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,WIWIN,TOKO,PASAR TRADISIONAL [PSR],Semi-Permanen,SEJAJAR JALAN,OUTLET,SMALL
138,LP010104138,YANTI,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,YANTI,TOKO,PEMUKIMAN [PMK],Permanen,PEREMPATAN,OUTLET,BIG
139,LP010104139,YATI,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Non-Coverage,YATI,RUMAH MAKAN,PASAR TRADISIONAL [PSR],Tidak Permanen,Sejajar Jalan,OUTLET,SMALL
140,LP010104140,YEYEN,LPG,1,1,4,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,YEYEN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,SMALL
141,LP010105141,ACENG,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,ACENG,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
142,LP010105142,AFIF,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,AFIF,TOKO,PEMUKIMAN [PMK],Permanen,PEREMPATAN,OUTLET,MEDIUM
143,LP010105143,AMIR,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,AMIR,TOKO,PEMUKIMAN [PMK],Tidak Permanen,PEREMPATAN,BELUM ADA,SMALL
144,LP010105144,ANDRI,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,ANDRI,TOKO,PEMUKIMAN [PMK],Permanen,TUSUK SATE,KOMPETITOR,BIG
145,LP010105145,AYU,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,AYU,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
146,LP010105146,badriah,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,badriah,TOKO,PELABUHAN/DERMAGA [PLB],Permanen,PEREMPATAN,OUTLET,BIG
147,LP010105147,BU RUM,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,BU RUM,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
148,LP010105148,DAFA,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,DAFA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
149,LP010105149,DEVI,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,DEVI,TOKO,NON-KAWASAN [NKW],Permanen,SEJAJAR JALAN,OUTLET,BIG
150,LP010105150,EDO,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,EDO,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,SEJAJAR JALAN,OUTLET,BIG
151,LP010105151,ERNAWATI,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,IQBAL,TOKO,PELABUHAN/DERMAGA [PLB],Permanen,TUSUK SATE,OUTLET,BIG
152,LP010105152,EVA,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,EVA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
153,LP010105153,FANI,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,FANI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
154,LP010105154,FATMAWATI,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,FATMAWATI,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,SEJAJAR JALAN,OUTLET,BIG
155,LP010105155,FIRDAUS,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,FIRDAUS,TOKO,PEMUKIMAN [PMK],Permanen,PEREMPATAN,OUTLET,BIG
156,LP010105156,Hafis.cell,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,Hafis.cell,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
157,LP010105157,HAMSI,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Non-Coverage,HAMSI,TOKO,PEMUKIMAN [PMK],Permanen,Sejajar Jalan,OUTLET,BIG
158,LP010105158,IBU NUR,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,IBU NUR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
159,LP010105159,IIN,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,IIN,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,PEREMPATAN,OUTLET,BIG
160,LP010105160,INDI,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Non-Coverage,INDI,TOKO,PEMUKIMAN [PMK],Permanen,PEREMPATAN,OUTLET,SMALL
161,LP010105161,JUMADI,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,JUMADI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
162,LP010105162,Kenza,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,Kenza,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
163,LP010105163,KHAMSIAH,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,KHAMSIAH,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
164,LP010105164,KOMAR,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,KOMAR,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
165,LP010105165,MASDIANAH,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,MASDIANAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
166,LP010105166,MIDA,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Non-Coverage,MIDA,TOKO,PEMUKIMAN [PMK],Permanen,Sejajar Jalan,OUTLET,BIG
167,LP010105167,NANDA,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,NANDA,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,SEJAJAR JALAN,OUTLET,BIG
168,LP010105168,NAVISA,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,NAVISA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
169,LP010105169,PADANG,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,PADANG,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,PEREMPATAN,BELUM ADA,MEDIUM
170,LP010105170,PANIJAH,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,PANIJAH,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,SEJAJAR JALAN,OUTLET,BIG
171,LP010105171,RAFA,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,RAFA,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,SEJAJAR JALAN,OUTLET,BIG
172,LP010105172,RAFKA,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Non-Coverage,RAFKA,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,PEREMPATAN,OUTLET,SMALL
173,LP010105173,RANI,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,RANI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
174,LP010105174,RIAN,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,RIAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
175,LP010105175,RUMIYATI,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,RUMIYATI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
176,LP010105176,SUGIARTO,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,SUGIARTO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,MEDIUM
177,LP010105177,SUMAYNAWATI,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,SUMAYNAWATI,TOKO,SEKOLAH/UNIVERSITAS [SKL],Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
178,LP010105178,TARNO,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,TARNO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
179,LP010105179,TUNGKIR,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Non-Coverage,TUNGKIR,TOKO,PEMUKIMAN [PMK],Permanen,Sejajar Jalan,OUTLET,BIG
180,LP010105180,WATI,LPG,1,1,5,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,WATI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
181,LP010106181,AGUNG PANCING,LPG,1,1,6,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,AGUNG PANCING,TOKO,PELABUHAN/DERMAGA [PLB],Permanen,SEJAJAR JALAN,OUTLET,SMALL
182,LP010106182,AYU,LPG,1,1,6,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,AYU,TOKO,PELABUHAN/DERMAGA [PLB],Permanen,PEREMPATAN,OUTLET,SMALL
183,LP010106183,CICI,LPG,1,1,6,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,CICI,TOKO,PELABUHAN/DERMAGA [PLB],Permanen,SEJAJAR JALAN,OUTLET,BIG
184,LP010106184,DARMAJI,LPG,1,1,6,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,DARMAJI,TOKO,PELABUHAN/DERMAGA [PLB],Permanen,SEJAJAR JALAN,OUTLET,BIG
185,LP010106185,ELI,LPG,1,1,6,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,ELI,TOKO BESAR,PELABUHAN/DERMAGA [PLB],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
186,LP010106186,ISMAIL,LPG,1,1,6,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,ISMAIL,TOKO,PEMUKIMAN [PMK],Semi-Permanen,SEJAJAR JALAN,BELUM ADA,SMALL
187,LP010106187,JOKO,LPG,1,1,6,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,JOKO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
188,LP010106188,KHODIJAH,LPG,1,1,6,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,KHODIJAH,TOKO,PEMUKIMAN [PMK],Permanen,TUSUK SATE,OUTLET,BIG
189,LP010106189,LELA,LPG,1,1,6,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,LELA,TOKO,PELABUHAN/DERMAGA [PLB],Permanen,SEJAJAR JALAN,OUTLET,BIG
190,LP010106190,LIDYA,LPG,1,1,6,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,LIDYA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
191,LP010106191,MANOHARA,LPG,1,1,6,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,MANOHARA,KIOS,PELABUHAN/DERMAGA [PLB],Tidak Permanen,TUSUK SATE,OUTLET,MEDIUM
192,LP010106192,NAWA,LPG,1,1,6,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,NAWA,TOKO,PELABUHAN/DERMAGA [PLB],Permanen,PEREMPATAN,OUTLET,BIG
193,LP010106193,NENG,LPG,1,1,6,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,NENG,TOKO,PELABUHAN/DERMAGA [PLB],Permanen,SEJAJAR JALAN,KOMPETITOR,SMALL
194,LP010106194,WATI,LPG,1,1,6,SPV001,TMC001,LAMPUNG SELATAN,BAKAUHENI,BAKAUHENI,Coverage,WATI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
1,LP010201001,ALVIN,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,ALVIN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
2,LP010201002,BAYU,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,BAYU,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
3,LP010201003,DELLA,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,DELLA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
4,LP010201004,DEWI,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,DEWI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
5,LP010201005,DIFTA,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,DIFTA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
6,LP010201006,EGA CELL,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,EGA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
7,LP010201007,EGI,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,EGI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
8,LP010201008,ENDAH,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,ENDAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
9,LP010201009,ESA,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,ESA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
10,LP010201010,FAISAL,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,FAISAL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
11,LP010201011,FANIA CELL,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,FANIA CELL,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
12,LP010201012,FIKO,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,FIKO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
13,LP010201013,HEPAN,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,HEPAN,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,BELUM ADA,BIG
14,LP010201014,KIOS KITA,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,KIOS KITA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
15,LP010201015,LILIS,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,LILIS,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
16,LP010201016,MARYONO,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,MARYONO,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,MEDIUM
17,LP010201017,MARZUKI,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,MARZUKI,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR & OUTLET,BIG
18,LP010201018,MASTIAH,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,MASTIAH,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
19,LP010201019,MELA,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Non-Coverage,MELA,TOKO,PEMUKIMAN [PMK],Permanen,TUSUK SATE,OUTLET,BIG
20,LP010201020,MIRA,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,MIRA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
21,LP010201021,MURSALIN,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,MURSALIN,TOKO,PEMUKIMAN [PMK],Tidak Permanen,SEJAJAR JALAN,OUTLET,SMALL
22,LP010201022,Murtini,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,Murtini,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
23,LP010201023,MUS,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,MUS,TOKO,PEMUKIMAN [PMK],Permanen,TUSUK SATE,OUTLET,BIG
24,LP010201024,NURBAYA,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,NURBAYA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,BIG
25,LP010201025,PAGARUYUNG,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,PAGARUYUNG,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,OUTLET,SMALL
26,LP010201026,RERAIKA,LPG,1,2,1,SPV001,TMC002,LAMPUNG SELATAN,BAKAUHENI,HATTA (HATA),Coverage,RERAIKA,TOKO,PEMUKIMAN [PMK],Permanen,SEJAJAR JALAN,KOMPETITOR,BIG
